index,index_assessments,paper_instructions_preamble,digital_instructions_preamble,paper_instructions,digital_instructions,question,response_options,indices_response_type,index_scale: REMAP,index_neutral,index_min_extreme_oo_unclear_na_none,index_max_extreme_oo_unclear_na_none,index_dontknow_na,num_options
1291,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Speech problem (describe):,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",1,0,oo,2,,3
1292,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Stares blankly,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1293,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Steals at home,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1294,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Steals outside the home,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1295,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Stores up too many things he/she doesn't need (describe):,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",1,0,oo,2,,3
1296,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Strange behavior (describe):,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",1,0,oo,2,,3
1297,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Strange ideas (describe):,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",1,0,oo,2,,3
1298,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,"Stubborn, sullen, or irritable","0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1299,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Sudden changes in mood or feelings,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1300,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Sulks a lot,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1301,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Suspicious,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1302,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Swearing or obscene language,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1303,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Talks about killing self,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1304,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Talks or walks in sleep (describe):,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",1,0,oo,2,,3
1305,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Talks too much,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1306,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Teases a lot,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1307,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Temper tantrums or hot temper,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1308,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Thinks about sex too much,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1309,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Threatens people,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1310,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Thumb-sucking,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1311,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,"Smokes, chews, or sniffs tobacco","0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1312,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Trouble sleeping (describe):,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",1,0,oo,2,,3
1313,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,"Truancy, skips school","0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1314,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,"Underactive, slow moving, or lacks energy","0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1315,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,"Unhappy, sad, or depressed","0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1316,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Unusually loud,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1317,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Uses drugs for nonmedical purposes (don't include alcohol or tobacco) (describe):,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",1,0,oo,2,,3
1318,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Vandalism,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1319,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Wets self during the day,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1320,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Wets the bed,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1321,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Whining,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1322,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Wishes to be of opposite sex,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1323,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,"Withdrawn, doesn't get inolved with others","0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1324,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",,,Worries,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true",1,1,0,oo,2,,3
1325,14,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",Please write in any problems your child has that were not listed above,,Please write in any problems your child has that were not listed above,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",3,N/A,n/a,n/a,,N/A
1326,140,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",Please write in any problems your child has that were not listed above,,Please write in any problems your child has that were not listed above,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",3,N/A,n/a,n/a,,N/A
1327,140,"Below is a list of items that describe children and youths. For each item that describes your child now or within the past 6 months, please select the 2 if the item is very true of your child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of your child, select the 0. Please answer all items as well as you can, even if some don't seem to apply to your child. ","Below is a list of items that describe children. For each item that describes the child now or within the past 2 months, please select the 2 if the item is very true or often true of the child. Select the 1 if the item is somewhat or sometimes true of your child. If the item is not true of the child, select the 0. Please answer all items as well as you can, even if some do not seem to apply to the child.",Please write in any problems your child has that were not listed above,,Please write in any problems your child has that were not listed above,"0=Not true, 1=Somewhat or sometimes true, 2=Very true or often true","1, 4",3,N/A,n/a,n/a,,N/A
1328,140,"For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by circling the number that best corresponds to your choice. You may change an item response by drawing an X through your original choice and selecting a new response). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS. ","For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by selecting the number that best corresponds to your choice. You may change your response by selecting a new response.). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.",,,My child looks sad.,"0=Not at all,
1=Some of the time,
2=Often,
3=Much or most of the time",1,,,,,,
1329,140,"For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by circling the number that best corresponds to your choice. You may change an item response by drawing an X through your original choice and selecting a new response). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.","For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by selecting the number that best corresponds to your choice. You may change your response by selecting a new response.). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.",,,My child has fun.,"0=Not at all,
1=Some of the time,
2=Often,
3=Much or most of the time",1,,,,,,
1330,140,"For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by circling the number that best corresponds to your choice. You may change an item response by drawing an X through your original choice and selecting a new response). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.","For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by selecting the number that best corresponds to your choice. You may change your response by selecting a new response.). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.",,,My child does not like himself or herself.,"0=Not at all,
1=Some of the time,
2=Often,
3=Much or most of the time",1,,,,,,
1331,140,"For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by circling the number that best corresponds to your choice. You may change an item response by drawing an X through your original choice and selecting a new response). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.","For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by selecting the number that best corresponds to your choice. You may change your response by selecting a new response.). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.",,,My child blames himself or herself for things.,"0=Not at all,
1=Some of the time,
2=Often,
3=Much or most of the time",1,,,,,,
1332,140,"For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by circling the number that best corresponds to your choice. You may change an item response by drawing an X through your original choice and selecting a new response). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.","For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by selecting the number that best corresponds to your choice. You may change your response by selecting a new response.). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.",,,My child cries or looks tearful.,"0=Not at all,
1=Some of the time,
2=Often,
3=Much or most of the time",1,,,,,,
1333,140,"For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by circling the number that best corresponds to your choice. You may change an item response by drawing an X through your original choice and selecting a new response). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.","For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by selecting the number that best corresponds to your choice. You may change your response by selecting a new response.). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.",,,My child is cranky or irritable.,"0=Not at all,
1=Some of the time,
2=Often,
3=Much or most of the time",1,,,,,,
1334,140,"For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by circling the number that best corresponds to your choice. You may change an item response by drawing an X through your original choice and selecting a new response). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.","For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by selecting the number that best corresponds to your choice. You may change your response by selecting a new response.). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.",,,My child enjoys being with people.,"0=Not at all,
1=Some of the time,
2=Often,
3=Much or most of the time",1,,,,,,
1335,140,"For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by circling the number that best corresponds to your choice. You may change an item response by drawing an X through your original choice and selecting a new response). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.","For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by selecting the number that best corresponds to your choice. You may change your response by selecting a new response.). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.",,,My child thinks that he or she is ugly.,"0=Not at all,
1=Some of the time,
2=Often,
3=Much or most of the time",1,,,,,,
1336,140,"For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by circling the number that best corresponds to your choice. You may change an item response by drawing an X through your original choice and selecting a new response). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.","For each of the statements below, select one response that best describes your observations of your child in the past two weeks. (Indicate your response for each item by selecting the number that best corresponds to your choice. You may change your response by selecting a new response.). Remember, for each statement, pick one answer that best describes your observations of your child in the PAST TWO WEEKS.",,,My child has to push himself or herself to do schoolwork.,"0=Not at all,
1=Some of the time,
2=Often,
3=Much or most of the time",1,,,,,,
