index,instructions,question
734,,"has special routines: insists on no change (i.e. may need to have exactly the same change; troubles with even the slightest change in his/her environment, or routines or activities)"
735,,shows idiosyncratic attachment to objects (i.e. may get strangely attached to objects as if they were people)
736,,is bullied by other children
737,,has markedly unusual facial expression
738,,has markedly unusual posture
3939,,I felt miserable or unhappy.
3940,,I didn't enjoy anything at all.
3941,,I was less hungry than usual.
3942,,I ate more than usual.
3943,,I felt so tired I just sat around and did nothing.
3944,,I was moving and walking more slowly than usual.
3945,,I was very restless.
3946,,I felt I was no good anymore.
3947,,I blamed myself for things that weren't my fault.
3948,,It was hard for me to make up my mind.
3949,,I felt grumpy and cross with my parents.
3950,,I felt like talking less than usual.
3951,,I was talking more slowly than usual.
3953,,I thought there was nothing good for me in the future.
3954,,I thought that life wasn't worth living.
3955,,I thought about death or dying.
3956,,I thought my family would be better off without me.
3958,,I didn't want to see my friends.
3959,,I found it hard to think properly or concentrate.
3960,,I thought bad things would happen to me.
3961,,I hated myself.
3962,,I felt I was a bad person.
3963,,I thought I looked ugly.
3964,,I worried about aches and pains.
3965,,I felt lonely.
3966,,I thought nobody really loved me.
3967,,I didn't have any fun in school.
3968,,I thought I could never be as good as other kids.
3969,,I did everything wrong.
3970,,I didn't sleep as well as I usually sleep.
3971,,I slept a lot more than usual.
739,,S/he felt miserable or unhappy.
740,,S/he didn't enjoy anything at all.
741,,S/he was less hungry than usual.
742,,S/he ate more than usual.
743,,S/he felt so tired s/he just sat around and did nothing.
744,,S/he was moving and walking more slowly than usual.
745,,S/he was very restless.
746,,S/he felt s/he was no good anymore.
747,,S/he blamed him/herself for things that weren't his/her fault.
748,,It was hard for him/her to make up his/her mind.
749,,S/he felt grumpy and cross with his/her parents.
750,,S/he felt like talking less than usual.
751,,S/he was talking more slowly than usual.
752,,S/he cried a lot.
753,,S/he thought there was nothing good for him/her in the future.
754,,S/he thought that life wasn't worth living.
755,,S/he thought about death or dying.
756,,S/he thought his/her family would be better off without him/her.
758,,S/he didn't want to see his/her friends.
759,,S/he found it hard to think properly or concentrate.
760,,S/he thought bad things would happen to him/her.
761,,S/he hated him/herself.
762,,S/he felt s/he was a bad person.
763,,S/he thought s/he looked ugly.
764,,S/he worried about aches and pains.
765,,S/he felt lonely.
766,,S/he thought nobody really loved him/her.
767,,S/he didn't have any fun in school.
768,,S/he thought s/he could never be as good as other kids.
769,,S/he did everything wrong.
770,,S/he didn't sleep as well as s/he usually sleeps.
771,,S/he slept a lot more than usual.
772,,"S/he wasn't as happy as usual, even when s/he was praised or rewarded."
193,"In the past 30 days, how much difficulty did you have in: ",Standing for long periods such as 30 minutes?
194,"In the past 30 days, how much difficulty did you have in: ",Taking care of your household responsibilities?
195,"In the past 30 days, how much difficulty did you have in: ","Learning a new task, for example, learning how to get to a new place?"
196,"In the past 30 days, how much difficulty did you have in: ","How much of a problem did you have joining in community activities (e.g., festivities, religious, or other) in the same way as anyone else can?"
197,"In the past 30 days, how much difficulty did you have in: ",How much have you been emotionally affected by your health problems?
198,"In the past 30 days, how much difficulty did you have in: ",Concentrating on doing something for ten minutes?
199,"In the past 30 days, how much difficulty did you have in: ",Walking a long distance such as a half mile [or equivalent]?
200,"In the past 30 days, how much difficulty did you have in: ",Washing your whole body?
201,"In the past 30 days, how much difficulty did you have in: ",Getting dressed?
202,"In the past 30 days, how much difficulty did you have in: ",Dealing with people you do not know?
203,"In the past 30 days, how much difficulty did you have in: ",Maintaining a friendship?
204,"In the past 30 days, how much difficulty did you have in: ",Your day-to-day work?
205,,"Overall, in the past 30 days, how many days were these difficulties present?"
206,,"In the past 30 days, for how many days were you totally unable to carry out your usual activities or work because of any health condition?"
207,,"In the past 30 days, not counting the days that you were totally unable, for how many days did you cut back or reduce your usual activities or work because of any health condition?"
3207,,Sadness
3208,,Pessimism
3209,,Past Failure
3210,,Loss of Pleasure
3211,,Guilty Feelings
3212,,Punishment Feelings
3213,,Dislike
3214,,Self-Criticalness
3215,,Suicidal Thoughts or Wishes
3217,,Agitation
3218,,Loss of Interest
3219,,Indecisiveness
3220,,Worthlessness
3221,,Loss of energy
3222,,Changes in Sleeping Pattern
3223,,Irritability
3224,,Changes in Appetite
3225,,Tiredness or Fatigue
3226,,Loss of Interest in Sex
5805,,Interested 
5806,,Distressed
5807,,Excited
5808,,Upset
5809,,Strong
5810,,Guilty
5811,,Scared
5812,,hostile
5813,,Enthusiastic
5814,,Proud
5815,,Irritable
5816,,Alert
5817,,Ashamed
5818,,Inspired
5819,,Nervous
5820,,Determined
5821,,Attentive
5822,,Jittery
5823,,Active
5824,,Afraid
180,,"In general, how much of a problem do you think you have with getting into trouble?"
181,,"In general, how much of a problem do you think you have with getting along with your mother/mother figure?"
182,,"In general, how much of a problem do you think you have with getting along with your father/father figure?"
183,,"In general, how much of a problem do you think you have with feeling unhappy or sad?"
184,,How much of a problem would you say you have with your behavior in school? (or at your job)
185,,How much of a problem would you say you have with having fun?
186,,How much of a problem would you say you have getting along with adults other than (your mother and/or your father)?
187,,How much of a problem do you have with feeling nervous or afraid?
188,,How much of a problem do you have getting along with your sister(s) and/or brother(s)?
189,,How much of a problem do you have getting along with other kids your age?
190,,How much of a problem would you say you have getting involved in activities like sports or hobbies?
191,,How much of a problem would you say you have with your school work (or doing your job)?
192,,How much of a problem would you say you have with your behavior at home?
321,,"In general, how much of a problem do you think your child has with getting into trouble?"
322,,"In general, how much of a problem do you think your child has with getting along with his/her mother?"
323,,"In general, how much of a problem do you think your child has with getting along with his/her father?"
324,,"In general, how much of a problem do you think your child has with feeling unhappy or sad?"
325,,How much of a problem would you say your child has with his/her behavior at school (or at his/her job)?
326,,How much of a problem would you say your child has with having fun?
327,,How much of a problem would you say your child has getting along with adults other than your parents?
328,,How much of a problem does your child have with feeling nervous or afraid?
329,,How much of a problem does your child have getting along with brothers/sisters?
330,,How much of a problem does your child have getting along with other kids his/her age?
331,,How much of a problem would you say your child has getting involved in activities like sports or hobbies?
332,,How much of a problem would you say your child has with his/her school work (or doing his/her job)?
333,,How much of a problem would you say your child has with his/her behavior at home?
4669,The next 3 questions ask about other health-related topics.,Have you ever been taught about AIDS or HIV infection in school?
4670,The next 3 questions ask about other health-related topics.,Has a doctor or nurse ever told you that you have asthma?
4631,The next 3 questions ask about violence-related behaviors.,"Have you ever carried a weapon, such as a gun, knife, or club?"
4632,The next 3 questions ask about violence-related behaviors.,Have you ever been in a physical fight?
4633,The next 3 questions ask about violence-related behaviors.,Have you ever been in a physical fight in which you were hurt and had to be treated by a doctor or nurse?
4634,The next 3 questions ask about violence-related behaviors.,Have you ever been bullied on school property?
4635,The next 3 questions ask about violence-related behaviors.,"Have you ever been electronically bullied? (Include being bullied through e-mail, chat rooms, instant messaging, Web sites, or texting."
4627,The next 4 questions ask about safety.,"When you ride a bicycle, how often do you wear a helmet?"
4628,The next 4 questions ask about safety.,"
When you rollerblade or ride a skateboard, how often do you wear a helmet?"
4629,The next 4 questions ask about safety.,How often do you wear a seat belt when riding in a car?
4630,The next 4 questions ask about safety.,Have you ridden in a car driven by someone who had been drinking alcohol?
4664,The next 5 questions ask about physical activity.,"During the past 7 days, on how many days were you physically active for a total of at least 60 minutes per day? (Add up all the time you spent in any kind of physical activity that increased your heart rate and made you breathe hard some of the time.)"
4665,The next 5 questions ask about physical activity.,"On an average school day, how many hours do you watch TV?"
4666,The next 5 questions ask about physical activity.,"On an average school day, how many hours do you play video or computer games or use a computer for something that is not school work? (Include activities such as Xbox, PlayStation, Nintendo DS, iPod touch, Facebook, and the Internet.)"
4667,The next 5 questions ask about physical activity.,"In an average week when you are in school, on how many days do you go to physical education (PE) classes?"
4668,The next 5 questions ask about physical activity.,"During the past 12 months, on how many sports teams did you play? (Count any teams run by your school or community groups.)"
4676,The next 10 questions ask about violence-related behaviors.,"During the past 30 days, on how many days did you carry a weapon such as a gun, knife, or club"
4677,The next 10 questions ask about violence-related behaviors.,"During the past 30 days, on how many days did you carry a gun?"
4679,The next 10 questions ask about violence-related behaviors.,"During the past 30 days, on how many days did you not go to school because you felt you would be unsafe at school or on your way to or from school?"
4680,The next 10 questions ask about violence-related behaviors.,"During the past 12 months, how many times has someone threatened or injured you with a weapon such as a gun, knife, or club on school property?"
4681,The next 10 questions ask about violence-related behaviors.,"During the past 12 months, how many times were you in a physical fight in which you were injured and had to be treated by a doctor or nurse"
4683,The next 10 questions ask about violence-related behaviors.,"During the past 12 months, did your boyfriend or girlfriend ever hit, slap, or physically hurt you on purpose?"
4684,The next 10 questions ask about violence-related behaviors.,Have you ever been physically forced to have sexual intercourse when you did not want to?
4685,"The next 2 questions ask about bullying. Bullying is when 1 or more students tease, threaten, spread rumors about, hit, shove, or hurt another student over and over again. It is not bullying when 2 students of about the same strength or power argue or fight or tease each other in a friendly way.","During the past 12 months, have you ever been bullied on school property?"
4686,"The next 2 questions ask about bullying. Bullying is when 1 or more students tease, threaten, spread rumors about, hit, shove, or hurt another student over and over again. It is not bullying when 2 students of about the same strength or power argue or fight or tease each other in a friendly way.","During the past 12 months, have you ever been electronically bullied? (Include being bullied through e-mail, chat rooms, instant messaging, Web sites, or texting."
4672,The next 4 questions ask about safety.,"When you rode a bicycle during the past 12 months, how often did you wear a helmet?"
4673,The next 4 questions ask about safety.,How often do you wear a seat belt when riding in a car driven by someone else?
4674,The next 4 questions ask about safety.,"During the past 30 days, how many times did you ride in a car or other vehicle driven by someone who had been drinking alcohol?"
4675,The next 4 questions ask about safety.,"During the past 30 days, how many times did you drive a car or other vehicle when you had been drinking alcohol?"
5609,,I tend to be quite wrapped up and interested in whatever I am doing.
5610,,A really original idea can sometimes develop from a really fantastic daydream.
5611,,"In my fantasies, a friend discovers that I have lied."
5612,,"I do not really ""see"" the objects in a daydream."
5613,,I am the kind of person whose thoughts often wander.
5614,,"In my daydreams, I see myself as an expert, whose opinion is sought by all."
5615,,Sometimes an answer to a difficult problem will come to me during a daydream.
5616,,My mind seldom wanders from my work.
5617,,I imagine myself failing those I love.
5618,,I picture myself as I will be several years from now.
5619,,I find that I easily lose interest in things that I have to do.
5620,,My daydreams often contain depressing events which upset me.
5621,,I am not easily distracted.
5622,,"In my daydreams, I show my anger towards my enemies."
5623,,My fantasies usually provide me with pleasant thoughts.
5624,,My ability to concentrate is not impaired by someone talking in another part of my house or apartment.
5625,,The sounds I hear in my daydreams are clear and distinct.
5626,,I imagine myself not being able to finish a job I am required to do.
5627,,Daydreaming never solves any problems.
5628,,"No matter how hard I try to concentrate, thoughts unrelated to my work always creep in."
5629,,"In my daydreams, I am always afraid of being caught doing something wrong."
5630,,My daydreams are often stimulating and rewarding.
5631,,I can work at something for a long time without feeling the least bit bored or restless.
5632,,"In my daydreams, I am always afraid of being caught doing something wrong."
5633,,"Faced with a tedious job, I notice all the other things that I could be doing."
5634,,I seldom thing about what I will be doing in the future.
5635,,"In my fantasies, I receive an award before a large audience."
5636,,My daydreams offer me useful cloes to tricky situations I face.
5637,,I tend to be easily bored.
5638,,Unpleasant daydreams don't frighten or bother me.
5639,,"The ""pictures in my mind"" seem as clear as photographs."
5640,,"In my daydreams, I fear meeting new responsibilities in life."
5641,,I find it hard to read when someone is on the telephone in a neighboring room.
5642,,I find myself imaging ways of getting even with those I dislike.
5643,,I am seldom bored.
5644,,"My daydreams often leave me with a warm, happy feeling."
5645,,I picture myself being accepted into an organization for successful individuals only.
5646,,Daydreams do not have any practical significance for me.
5647,,I find it difficult to concentrate when the TV or radio is on.
5648,,"In my daydreams, I feel guilty for having escaped punishment."
5649,,My thoughts seldom drift from the subject before me.
5650,,I find my daydreams are worthwhile and interesting to me.
5651,,I never panic as a result of a daydream.
5652,,I have difficulty in maintaining concentration for long periods of time.
1,"Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)",Skipping
2,"Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)",Rowing/canoeing
3,"Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)",In-line skating
4,"Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)",Tag
27,,"In the last 7 days, during your physical education (PE) classes, how often were you very active (playing hard, running, jumping, throwing)? (Check one only.)"
28,,"In the last 7 days, what did you do most of the time at recess? (Check one only.) "
29,,"In the last 7 days, what did you normally do at lunch (besides eating lunch)? (Check one only.) "
30,,"In the last 7 days, on how many days right after school, did you do sports, dance, or play games in which you were very active? (Check one only.) "
31,,"In the last 7 days, on how many evenings did you do sports, dance, or play games in which you were very active? (Check one only.)"
32,,"On the last weekend, how many times did you do sports, dance, or play games in which you were very active? (Check one only.) "
33,,Which one of the following describes you best for the last 7 days?  Read all 5 statements before deciding on the one answer that describes you.
41,,"Were you sick last week, or did anything prevent you from doing your normal physical activities? (Check one.)"
5675,,"When I want to feel more positive emotion (such as joy or amusement), I change what I’m thinking about."
5676,,I keep my emotions to myself.
5677,,"When I want to feel less negative emotion (such as sadness or anger), I change what I’m thinking about."
5678,,"When I am feeling positive emotions, I am careful not to express them."
5679,,"When I’m faced with a stressful situation, I make myself think about it in a way that helps me stay calm."
5680,,I control my emotions by not expressing them.
5681,,"When I want to feel more positive emotion, I change the way I’m thinking about the situation."
5682,,I control my emotions by changing the way I think about the situation I’m in.
5683,,"When I am feeling negative emotions, I make sure not to express them."
5684,,"When I want to feel less negative emotion, I change the way I’m thinking about the situation."
3307,Optional: ,"Please feel free to use this space to provide us with additional information about particular life
events or circumstances that you feel have had a significant impact on your child and/or your
family. More than one family member may wish to comment."
3303,Other,Child entered foster care 
3304,Other,Child changed foster home
3305,Other,Child witnessed a violent crime
3306,Other ,Child or family was victim of a crime
3271,School and Peers ,New school placement 
3272,School and Peers ,Suspended from school
3273,School and Peers ,Child became less accepted by peers 
3274,School and Peers ,Teased or threatened by other children
3275,School and Peers ,Child had a  particularly difficult school year
2096,,Hums or makes other odd noises in class
2100,,"Defiant, talks back to staff"
2118,,Disturbs other pupils
2119,,Doesn't get along with other pupils
2122,,Breaks school rules
2143,,Has difficulty learning
2147,,Talks out of turn
2160,,Sleeps in class
2161,,Apathetic or unmotivated
2164,,Prefers being with older children or youths
2165,,Prefers being with younger children
2168,,Disrupts class discipline
2173,,Messy work
2174,,Behaves irresponsibly (describe):
2178,,"Demands must be met immediately, easily frustrated"
2182,,Feels hurt when criticized
2193,,"Underachieving, not working up to potential"
2197,,Seems preoccupied with sex
2199,,Tardy to school or class
2201,,Fails to carry out assigned tasks
2202,,Truancy or unexplained absence
2207,,Overly anxious to please
2208,,Dislikes school
2209,,Is afraid of making mistakes
3308,At school,"When appropriate, my child talks to most peers at school"
3309,At school,"When appropriate, my child talks to selected peers (his/her friends) at school"
3310,At school,"When my child is asked a question by his/her teacher, s/he answers"
3311,At school,"When appropriate, my child asks his or her teacher questions"
3312,At school,"When appropriate, my child speaks to most teachers or staff at school"
3313,At school,"When appropriate, my child speaks in groups or in front of the class"
3314,Home/Family,"When appropriate, my child talks to family members living at home when other people are present"
3315,Home/Family,"When appropriate, my child talks to family members while in unfamiliar places"
3316,Home/Family,"When appropriate, my child talks to family members that don't live with him/her (e.g., grandparent, cousin)"
3317,Home/Family,"When appropriate, my child talks on the phone to his/her parents and siblings"
3318,Home/Family,"When appropriate, my child speaks with family friends who are well-known to him/her"
3319,Home/Family,My child speaks to at least one babysitter
2726,How often does this occur with this child? ,Dawdles in getting dressed
2728,How often does this occur with this child? ,Dawdles or lingers at mealtime
2730,How often does this occur with this child? ,Has poor table manners
2732,How often does this occur with this child? ,Refuses to eat food presented
2734,How often does this occur with this child? ,Refuses to do chores when asked
2736,How often does this occur with this child? ,Slow in getting ready for bed
2738,How often does this occur with this child? ,Refuses to go to bed on time
2740,How often does this occur with this child? ,Does not obey house rules on own
2742,How often does this occur with this child? ,Acts defiant when told to do something
2744,How often does this occur with this child? ,Argues with parents about rules
2746,How often does this occur with this child? ,Has temper tantrums
2748,How often does this occur with this child? ,Sasses adults
2750,How often does this occur with this child? ,Whines
2752,How often does this occur with this child? ,Cries easily
2754,How often does this occur with this child? ,Yells and screams
2756,How often does this occur with this child? ,Hits parents
2758,How often does this occur with this child? ,Destroys toys and other objects
2760,How often does this occur with this child? ,Is careless with toys and other objects
2762,How often does this occur with this child? ,Steals
2764,How often does this occur with this child? ,Lies
2766,How often does this occur with this child? ,Teases or provokes other children
2768,How often does this occur with this child? ,Verbally fights with friends own age
2770,How often does this occur with this child? ,Verbally fights with brothers and sisters
2772,How often does this occur with this child? ,Constatntly seeks attention
2774,How often does this occur with this child? ,Interrupts
2776,How often does this occur with this child? ,Is easily distracted
2778,How often does this occur with this child? ,Has short attention span
2780,How often does this occur with this child? ,Fails to finish tasks or projects
2782,How often does this occur with this child? ,Has difficulty entertaining self
2784,How often does this occur with this child? ,Has difficulty concentrating on one thing
2786,How often does this occur with this child? ,Is overreactive or restless
2788,How often does this occur with this child? ,Wets the bed
2597,How often does this occur with this student? ,Has temper tantrums
2599,How often does this occur with this student? ,Pouts
2601,How often does this occur with this student? ,Teases or provokes other students
2603,How often does this occur with this student? ,Lies
2605,How often does this occur with this student? ,Acts frustrated with difficult tasks
2607,How often does this occur with this student? ,Does not obey school rules on his/her own
2609,How often does this occur with this student? ,Demands teacher attention
2611,How often does this occur with this student? ,Dawdles in obeying rules or instructions
2613,How often does this occur with this student? ,Acts bossy with other students
2615,How often does this occur with this student? ,Gets angry when doesn't get his/her own
2617,How often does this occur with this student? ,Interrupts teacher
2619,How often does this occur with this student? ,"Impulsive, acts before thinking"
2621,How often does this occur with this student? ,Refuses to obey until threatened with punishment
2623,How often does this occur with this student? ,Has difficulty staying on task
2625,How often does this occur with this student? ,Blames others for problem behaviors
2627,How often does this occur with this student? ,Has difficulty entering groups
2629,How often does this occur with this student? ,Is easily distracted
2631,How often does this occur with this student? ,Has difficulty accepting criticism or correction
2633,How often does this occur with this student? ,Fails to finish tasks or projects
2635,How often does this occur with this student? ,Sasses teacher
2637,How often does this occur with this student? ,Verbally fights with other students
2639,How often does this occur with this student? ,Whines
2641,How often does this occur with this student? ,Is overreactive or restless
2643,How often does this occur with this student? ,Physically fights with other students
2645,How often does this occur with this student? ,Make noises in class
2647,How often does this occur with this student? ,Acts defiant when told to do something
2649,How often does this occur with this student? ,Argues with teachers about rules or instructions
2651,How often does this occur with this student? ,Interrupts other students
2653,How often does this occur with this student? ,Is noisy
2655,How often does this occur with this student? ,Has trouble awaiting turn
2657,How often does this occur with this student? ,Talks excessively
2659,How often does this occur with this student? ,Loses things needed for school activities
2661,How often does this occur with this student? ,Fidgets or squirms in seat
2663,How often does this occur with this student? ,Fails to listen to instructions
2665,How often does this occur with this student? ,Is easily touched or annoyed
2667,How often does this occur with this student? ,Bothers others on purpose
2669,How often does this occur with this student? ,Has trouble paying attention
2671,How often does this occur with this student? ,Has difficulty staying seated
3320,In social situations (outside of school),"When appropriate, my child speaks with other children who s/he doesn't know"
3321,In social situations (outside of school),"When appropriate, my child speaks with family friends who s/he doesn't know"
3322,In social situations (outside of school),"When appropriate, my child speaks with his or her doctor and/or dentist"
3323,In social situations (outside of school),"When appropriate, my child tasks when in clubs, teams or organized activities outside of school"
3324,In social situations (outside of school),"When appropriate, my child talks when in clubs, teams or organized activities outside of school"
3325,Interference/Distress,How much does not talking interfere with school for your child?
3326,Interference/Distress,How much does not talking interfere with family relationships?
3327,Interference/Distress,How much does not talking interfere in social situations for your child?
3328,Interference/Distress,"Overall, how much does not talking interfere with daily living for your child?"
3329,Interference/Distress,"Overall, how much does not talking bother your child?"
3330,Interference/Distress,"Overall, how much does your child's not talking bother you?"
406,,I often have the feeling that I cannot handle things very well.
407,,I find myself giving up more of my life to meet my children's needs than I ever expected.
408,,I feel trapped by my responsibilities as a parent.
409,,"Since having this child, I have been unable to do new and different things."
410,,"Since having a child, I feel that I am almost never able to do things that I like to do."
411,,I am unhappy with the last purchase of clothing I made for myself.
412,,There are quite a few things that bother me about my life.
413,,Having a child has caused more problems than I expected in my relationship with my spouse/parenting partner.
414,,I feel alone and without friends.
415,,"When I go to a party, I usually expect not to enjoy myself."
416,,I am not as interested in people as I used to be.
417,,I don't enjoy things as I used to.
418,,My child rarely does things for me that make me feel good.
419,,"When I do things for my child, I get the feeling that my efforts are not appreciated very much."
420,,My child smiles at me much less than I expected.
421,,Sometimes I feel my child doesn't like me and doesn't want to be close to me.
422,,My child is very emotional and gets upset easily.
423,,My child doesn't seem to learn as quickly as most children.
424,,My child doesn't seem to smile as much as most children.
425,,My child is not able to do as much as I expected.
426,,It takes a long time and it is very hard for my child to get used to new things.
427,,I feel that I am: (Choose a response from the choices below.) 1) a very good parent. 2) a better-than-average parent. 3) an average parent. 4) a person who has some trouble being a parent. 5) not very good at being a parent.
428,,"I expected to have closer and warmer feelings for my child than I do, and this bothers me."
429,,Sometimes my child does things that bother me just to be mean.
430,,My child seems to cry or fuss more often than most children.
431,,My child generally wakes up in a bad mood.
432,,I feel that my child is very moody and easily upset.
433,,"Compared to the average child, my child has a great deal of difficulty in getting used to changes in schedules or changes around the house."
434,,My child reacts very strongly when something happens that my child doesn't like.
435,,"When playing, my child doesn't often giggle or laugh."
436,,My child's sleeping or eating schedule was much harder to establish than I expected.
437,,I have found that getting my child to do something or stop doing something is: (Choose a response from the choices below.) 1) much harder than I expected. 2) somewhat harder than I expected. 3) about as hard as I expected. 4) somewhat easier than I expected. 5) much easier than I expected.
438,,"Think carefully and count the number of things which your child does that bothers you. For example, dawdles, refuses to listen, overactive, cries, interrupts, fights, whines, etc. (Choose a response from the choices below.) 1) 1-3, 2) 4-5, 3) 6-7, 4) 8-9, 5) 10+"
439,,There are some things my child does that really bother me a lot.
440,,My child's behavior is more of a problem than I expected.
441,,My child makes more demands on me than most children.
457,,"I feel safe walking in my neighborhood, day or night."
565,,How often does your child disobey time limits you set for online use?
566,,How often does your child neglect household chores to spend more time online?
567,,How often does your child prefer to spend time online rather than with the rest of your family?
568,,How often does your child form new relationships with fellow online users?
569,,How often do you complain about the amount of time your child spends online?
570,,How often do your child's grades suffer because of the amount of time he or she spends online?
571,,How often does your child check his or her e-mail before doing something else?
572,,How often does your child seem withdrawn from others since discovering the Internet?
573,,How often does your child become defensive or secretive when asked what he or she does online?
574,,How often have you caught your child sneaking online against your wishes?
575,,How often does your child spend time along in his or her room playing on the computer?
576,,"How often does your child receive strange phone calls from new ""online"" friends?"
577,,"How often does your child snap, yell, or act annoyed if bothered while online?"
578,,How often does your child seem more tired and fatigued than he or she did before the Internet came along?
579,,How often does your child seem preoccupied with being back online when off-line?
580,,How often does your child throw tantrums with your interference about how long he or she spends online?
581,,How often does your child choose to spend time online rather than doing once enjoyed hobbies and/or outside interests?
582,,How often does your child become angry or belligerent when your place time limits on how much time he or shes is allowed to spend online?
583,,How often does your child choose to spend more time online than going out with friends?
584,,"How often does your child feel depressed, moody, or nervous when off-line which seems to go away once back online?"
2445,,"When under stress, child seems to go on ""autopilot"" (for example, shows rigid or inflexible patterns of behavior that seem odd."
2449,,Behaves in ways that seem strange or bizarre.
2450,," Clings to adults, seems too dependent on them."
2451,,Unable to pick up on any of the meaning of conversations of older children or adults.
2453,, Is able to communicate his or her feelings to others.
2454,,Is slow or awkward in turn-taking interactions with peers
2456,, Is able to understand the meaning of other people's tone of voice and facial expressions.
2457,, Avoids eye contact or has unusual eye contact.
2459,,"When on the playground or in a group with other young children, child does not attempt to interact with other children"
2461,,Has a strange way of playing with a toy.
2463,,Plays appropriately with children his or her age.
2466,,"Doesn't seem to mind being out of step with or ""not on the same wavelength"" as others."
2471,,Becomes upset in a situation with lots of things going on.
2472,,Can't get his or her mind off something once he or she starts thinking about it.
2473,,Wants to be changed with diaper or underwear is soiled or wet.
2476,,Has trouble keeping up with the flow or normal interaction with other children.
2480,,Has a restricted (or unusually narrow) range of interests.
2485,,Doesn't understand how events relate to one another the way other children his or her age do.
2492,,"Responds to clear, direct questions in ways that don't seem to make any sense."
2493,,Knows when he or she is talking too loud or making too much noise.
2496,,Knows when he or she is too close to someone or is invading someone's space.
2498,,Other children do not like to play with him or her.
2499,,"Concentrates too much on parts of things rather than seeing the whole picture. For example, spins the wheels of a toy car but doesn't play with it as a car, or plays with doll's hair but not with the whole doll."
3046,,I am clear about my feelings
3047,,I pay attention to how I feel
3048,,I experience my emotions as overwhelming and out of control
3049,,I have no idea how I am feeling
3050,,I have difficulty making sense out of my feelings
3051,,I am attentive to my feelings
3052,,I know exactly how I am feeling
3053,,I care about what I am feeling
3054,,I am confused about how I feel
3055,,"When I'm upset, I acknowledge my emotions"
3056,,"When I'm upset, I become angry with myself for feeling that way"
3057,,"When I'm upset, I become embarrassed for feeling that way"
3058,,"When I'm upset, I have difficulty getting work done"
3059,,"When I'm upset, I become out of control"
3060,,"When I'm upset, I believe that I will remain that way for a long time"
3061,,"When I'm upset, I believe that I will end up feeling very depressed"
3062,,"When I'm upset, I believe that my feelings are valid and important"
3063,,"When I'm upset, I have difficulty focusing on other things"
3064,,"When I'm upset, I feel out of control"
3065,,"When I'm upset, I can still get things done"
3066,,"When I'm upset, I feel ashamed at myself for feeling that way"
3067,,"When I'm upset, I know that I can find a way to eventually feel better"
3068,,"When I'm upset, I feel like I am weak"
3069,,"When I'm upset, I feel like I can remain in control of my behaviors"
3070,,"When I'm upset, I feel guilty for feeling that way"
3071,,"When I'm upset, I have difficulty concentrating"
3072,,"When I'm upset, I have difficulty controlling my behaviors"
3073,,"When I'm upset, I believe there is nothing I can do to make myself feel better"
3074,,"When I'm upset, I become irritated at myself for feeling that way"
3075,,"When I'm upset, I start to feel very bad about myself"
3076,,"When I'm upset, I believe that wallowing in it is all I can do"
3077,,"When I'm upset, I lose control over my behavior"
3078,,"When I'm upset, I have difficulty thinking about anything else"
3079,,When I'm upset I take time to figure out what I'm really feeling
3080,,"When I'm upset, it takes me a long time to feel better"
3081,,"When I'm upset, my emotions feel overwhelming"
3112,,"Concern with dirt, germs, certain illnesses (e.g., AIDS)"
3113,,"Concerns or disgust with bodily waste or secretions (e.g. urine, feces, saliva)"
3114,,"Excessive concern with environmental contaminants (e.g., asbestos, radiation, toxic waste)"
3115,,"Excessive concern with household items (e.g., cleaners, solvents)"
3116,,Excessive concern about animals / insects
3117,,Excessively bothered by sticky substances or residues
3118,,Concerned will get ill because of contaminant
3119,,Concerned will get others ill by spreading contaminant (aggressive)
3120,,No concern with consequences of contamination other than how it might feel
3122,,Fear might harm self
3123,,Fear might harm others
3124,,Fear harm will come to self
3125,,Fear harm will come to others (maybe because of something child did or did not do)
3126,,Violent or horrific images
3127,,Fear of blurting out obscenities or insults
3128,,Fear of doing something embarrassing
3129,,"Fear will act on unwanted impulses (e.g., to stab a family member)"
3130,,Fear will steal things
3131,,"Fear will be responsible for something else terrible happening (e.g. ,fire, burglary, flood)"
3133,,"Forbidden or perverse sexual thoughts, images, impulses"
3135,,Sexual behavior towards others (aggressive)
3137,,Fear of losing things
3139,,"Lucky / unlucky numbers, colors, words"
3141,,Excessive concern with illness or disease
3142,,Excessive concern with body part or aspect of appearance (e.g. dysmorphophobia)
3144,,Excessive concern or fear of offending religious objects
3145,,Excessive concern with right / wrong morally
3147,,The need to know or remember
3148,,Fear of saying certain things
3149,,Fear of not saying just the right thing
3150,,Intrusive (non-violent) images
3151,,"Intrusive sounds, words, music or numbers"
3153,,"OBSESSIONS (describe, listing by order of severity, with #1 being the most sever, #2 second most severe, etc)"
3154,,Excessive or ritualized hand washing
3155,,"Excessive or ritualized showering, bathing, tooth brushing, grooming, toilet routine"
3156,,"Excessive cleaning of items, such as personal clothes or important objects"
3157,,Other measures to prevent or remove contact with contaminants
3159,,"Checking locks, toys, school books / items, etc"
