,Managing behavior,Expressive communication,Receptive communication,Seeking help,Asking questions,Following directions,Habits / routines,Perception,Relationships with unfamiliar people,Relationships with peers,Relationships with parents,Relationships with teachers,Social cooperation,Comfort in social situations,Social communication,Social activity,Social awareness,Respect for others,Sexual behavior,Play,Social belonging,Sense of safety,Response to peer pressure,Bullying,Managing conflict,Coping skills,Resourcefulness,Resilience,Managing emotions,Emotional expression,Emotional awareness,Mood,Managing thoughts,Reasoning ability,Decision-making,Problem solving,Learning new things,Learning from feedback and mistakes,Attention,Memory,Planning,Organization,Time management,Setting and striving for goals,Task initiation,Task completion,Thinking speed,Abstract thinking,Creativity and imagination,Knowledge and skills,Reading,Writing,Motivation,Leadership,Willingness to try new things,Openness,Respect for others,Fairness,Politeness,Patience,Helpfulness,Kindness and caring,Integrity and honesty,Responsibility,Work habits,Independence,Initiative,Assertiveness,Perseverance,Future outlook,Activity level,Effort,Self-control,Self-awareness,Self-monitoring,Self-reflection,Self-acceptance,Self-confidence,Self-advocacy,Self-care / hygiene,Eating and diet,Emotional well-being,Sleep and fatigue,Stress management,Substance use,Academic performance,Class participation
Resourcefulness,0.19413919413919414,0.13391304347826086,-0.16489749615104124,-0.48761726078799256,-0.2835432045158489,-0.5403508771929825,-0.18086956521739128,-0.20622315857710075,-0.049999999999999996,-0.13517786561264822,-0.13658536585365855,0.0811044417767107,0.12099567099567103,0.3116066323613493,-0.38489736070381225,0.17039897039897042,-0.071577243293247,0.15714285714285714,0.03502024291497976,0.05027611044417767,-0.4285714285714286,0.0195160031225605,-0.16895756851361735,-0.16055718475073313,0.13216157878507556,-0.04500151011778919,1.0,0.1070707070707071,-0.02749556523141429,-0.08823529411764706,0.05826330532212886,0.1318332829960737,0.18397982097265375,-0.20357693493678689,0.006445993031358886,0.35095492742551565,-0.1932457786116323,-0.07016129032258064,-0.03378487340751491,-0.05306122448979591,-0.02983389775842606,0.06585365853658538,-0.07607655502392345,0.02099547511312217,-0.05143191116306254,-0.09298245614035087,-0.15495495495495495,0.33999999999999997,0.2883109292811222,-0.2078260869565217,0.08765306122448979,0.033460656990068754,0.05177027899966164,-0.049999999999999996,-0.3928571428571428,0.14956011730205276,-0.0650238818931828,-0.011611030478955005,-0.25510204081632654,-0.10873015873015875,0.2337556561085973,0.33284457478005863,0.10225563909774435,-0.13905775075987842,0.16785714285714282,-0.29406044891013694,0.12342596613113331,0.17154938085170643,0.4661654135338345,-0.24989328096986252,0.046956521739130425,-0.16642958748221906,0.08256244218316375,0.005574280528908479,-0.149906191369606,-0.08758683177287828,0.1713709677419355,-0.03412866203563878,-0.11343873517786561,-0.1341736694677871,-0.1607142857142857,-0.2379645511720983,-0.1537649347040845,0.4220846233230134,0.027937179099969796,0.12106845513413507,-0.08572517629121401
Resilience,0.115406162464986,0.02,-0.014828620046997814,-0.08315546828310424,0.1370135746606335,-0.0028232636928289105,-0.031055900621118016,-0.0749534073413824,0.0826086956521739,0.2732860923759925,-0.15572715572715573,-0.14267583289264937,0.1195877625097226,-0.19225230414746544,0.3900634249471459,0.11498257839721256,-0.15128489712285492,0.3678260869565217,-0.06814677767499229,-0.040738209159261796,0.15112227534235478,0.006292966684294024,0.2630211893369788,-0.32620320855614976,-0.14839339991315675,0.25454981992797115,0.1070707070707071,1.0,-0.008954203691045796,0.02408906882591093,0.015866068497647445,-0.18963922294172064,0.3278772378516624,-0.16513805522208885,0.002257700370907918,0.21312741312741315,-0.15757575757575756,-0.011840411840411841,-0.11403021893308664,-0.022527158376214974,-0.0931741979144237,-0.14461538461538462,-0.04438770801931773,-0.3031653697967817,-0.05109415527183904,0.010728402032749858,-0.4024795397455636,-0.3060869565217391,-0.21022793687901817,0.06493506493506496,0.23059163059163065,0.15308020571178466,-0.26730628793029637,0.033913043478260865,0.04608695652173912,0.1389284020862968,-0.06070767807585569,-0.00864376018948599,0.026534190531852724,0.06038786482334869,0.12898889538281708,0.43921200750469047,-0.1217391304347826,0.13425559947299076,-0.25217391304347825,0.07689814439672638,0.04857850251856911,-0.4615306122448979,0.13217391304347825,0.07135642135642138,0.07478260869565216,-0.014258911819887431,-0.08215994531784004,0.21378160600166715,-0.0806795867839153,0.01746068455134135,-0.027349121466768524,-0.3047455688965123,-0.17020408163265308,0.018929861035124194,0.027826086956521737,-0.25182443151771544,-0.018110576329754415,0.22556390977443608,-0.04612244897959183,-0.0757142857142857,0.12933104631217837
Managing emotions,0.0424916573971079,0.10086956521739131,0.04355342136854741,-0.0804878048780488,-0.15912614517265677,0.030075187969924807,-0.21043478260869564,0.19039615846338534,-0.31764705882352945,-0.09881422924901186,0.2471824050771419,-0.014357864357864361,0.20266575529733427,-0.1813343997046972,-0.0028921023359288096,0.17280366692131396,-0.18291359096830223,0.05294117647058824,0.06296086216676121,0.1565412654957089,-0.3325534759358289,0.029621467461757842,-0.31557080236325513,-0.07449392712550608,-0.0699604743083004,-0.28362369337979104,-0.02749556523141429,-0.008954203691045796,1.0,-0.31344537815126056,-0.053810160427807494,0.3189001773907434,0.15766412329077586,-0.3202344767694312,-0.23180308064028993,-0.21416416821975529,-0.09563612679114199,0.04633204633204633,0.27202255109231854,0.10570824524312894,-0.16476536168006226,0.02189330866481653,0.11517715494447381,-0.1429864253393665,-0.12036556909515168,-0.11729323308270674,0.009692513368983958,0.08359133126934985,-0.14815226451792168,-0.18608695652173912,-0.040271493212669686,0.08828828828828829,-0.06978394739588771,-0.1411764705882353,-0.2441176470588235,-0.08288288288288288,-0.15884425651867512,-0.020090497737556563,-0.2978280542986425,0.11858562244301579,-0.14188488462535653,-0.11168831168831168,-0.2150375939849624,-0.0924850830511208,0.0058823529411764705,0.2899879951980792,-0.2943015056222603,-0.3064446500154179,-0.047826086956521734,0.043335611756664394,0.2678260869565217,-0.12983114446529084,-0.027130852340936373,0.1368588048651507,-0.17305949864089398,-0.04153661464585834,0.14129554655870447,0.05111008325624422,0.05797101449275362,-0.17503217503217505,0.12352941176470587,0.10655950220378534,0.060302197802197796,0.003952569169960474,-0.1534458834412581,0.0697468150298339,-0.3357142857142857
Emotional expression,-0.42892156862745107,0.18214285714285713,-0.19863247863247863,0.04846256684491979,0.38365164247517186,0.14782608695652172,0.02727272727272728,-0.20068376068376068,0.6,-0.1713191023535851,-0.3325804630152457,0.11095305832147936,0.11948790896159317,-0.31531531531531526,-0.07848673066064371,-0.10153846153846154,0.26200543642404106,0.22424242424242422,-0.33652173913043476,-0.07125506072874495,0.00040322580645161296,0.12612612612612611,0.1774388402295379,0.003952569169960475,0.13201871657754014,0.028253615127919914,-0.08823529411764706,0.02408906882591093,-0.31344537815126056,1.0,0.2887096774193549,-0.18086763070077863,0.3622772576260948,0.054621848739495805,-0.22092245989304812,-0.4270676691729323,0.29961802902979373,0.31167964404894327,-0.2418242491657397,0.054144385026737976,0.024312896405919663,-0.11001642036124794,-0.10573731626363203,-0.3121466768525592,0.4641651031894935,0.10521739130434782,0.038306451612903226,0.4535714285714285,-0.0408140934456724,-0.009090909090909092,0.1440652370884929,-0.012463343108504396,-0.4923076923076924,0.13939393939393938,0.0303030303030303,-0.1621802002224694,0.2507257448433919,-0.08588709677419355,0.5879551820728292,-0.13602251407129456,-0.23020388809862494,0.1239154616240267,0.2452173913043478,0.2588522588522589,0.10303030303030303,-0.3572649572649573,0.1361344537815126,-0.0961038961038961,-0.5529411764705882,0.3814557535487768,0.010714285714285713,0.02608695652173913,0.6226600985221674,-0.19455909943714825,0.019719251336898398,0.009359605911330046,-0.4883116883116883,-0.3655172413793103,0.028698553948832032,0.8193548387096775,-0.06666666666666665,-0.20009483167377903,-0.5080139372822301,-0.4461538461538462,-0.14772727272727273,-0.4197044334975369,0.3584637268847795
Emotional awareness,-0.03199174406604747,-0.4230769230769231,-0.24236874236874237,0.301219512195122,0.32582448748075526,0.2939130434782608,0.2087912087912088,0.03174603174603174,0.5,-0.000985221674876847,0.0958498023715415,0.09803921568627454,0.006692406692406694,-0.29887955182072834,0.2747673782156541,0.02736373748609566,0.35061988493639096,-0.5090909090909091,0.29545454545454547,-0.14182754182754184,-0.0967741935483871,-0.14131274131274132,0.11093951093951093,-0.45964912280701753,-0.41215106732348106,0.05080213903743316,0.05826330532212886,0.015866068497647445,-0.053810160427807494,0.2887096774193549,1.0,0.06532356532356533,0.12449392712550608,-0.020015278838808246,-0.07241379310344825,0.03766233766233767,0.16330645161290325,-0.041050903119868636,-0.09759358288770054,0.006684491978609626,-0.15680052522157786,-0.11056376573617953,-0.2605042016806723,-0.16485867074102367,-0.05728871242200795,0.027826086956521737,0.18131256952169075,-0.17217391304347823,-0.17164532954006637,0.23076923076923078,-0.07125506072874495,0.011345939933259176,-0.14826567458146406,0.15454545454545454,0.0,0.040090344438170535,0.22323960781136054,0.3091577540106952,0.26526610644257703,0.08481781376518219,-0.41359816653934295,-0.22924901185770752,0.054945054945054944,-0.428024083196497,0.0,-0.2063492063492063,0.31268328445747795,-0.063049853372434,-0.389010989010989,-0.09574351679614837,-0.1758241758241758,0.22826086956521738,0.0985221674876847,0.02195932258325906,0.05725806451612903,-0.2629059829059829,-0.0196078431372549,0.005418719211822659,-0.0505729564553094,0.13596059113300488,-0.09090909090909091,0.1266002844950213,-0.3208255159474672,-0.013986013986013986,0.03793103448275861,-0.18445539135194308,0.13102665910380035
Mood,0.1023535851122058,0.18,-0.10123281175912754,-0.07754010695187166,-0.07276507276507277,0.03431372549019608,0.19548872180451127,-0.2769084874348032,0.1164835164835165,0.09979757085020242,0.4838709677419355,0.08948504471168671,0.11810681719496308,-0.024750325662179763,-0.20923076923076922,-0.14940170940170938,-0.35113250902724585,0.015384615384615385,-0.11257035647279551,0.26896392229417204,-0.4823931623931623,-0.0006783842121492445,-0.37026074700493306,0.09635627530364373,-0.27813765182186234,-0.17078877005347595,0.1318332829960737,-0.18963922294172064,0.3189001773907434,-0.18086763070077863,0.06532356532356533,1.0,0.0216289592760181,-0.019860627177700353,-0.08567676988729621,-0.012355212355212357,0.18366271409749668,0.16844919786096257,-0.1431145431145431,-0.09269796111901375,-0.019693877551020405,0.09330514446793516,0.24316742081447962,0.07861163227016886,-0.2520505704594511,0.44852941176470595,0.4899145299145299,0.2835164835164835,-0.06362545018007203,-0.21954887218045113,-0.13653674742727495,0.4423645320197043,0.1921464279954846,-0.1076923076923077,-0.16923076923076924,0.21891711229946526,-0.07444286391654813,-0.21292660827544546,-0.3378170326553764,0.1360204081632653,-0.012448979591836733,-0.22714833059660647,-0.09803921568627452,-0.2919750231267345,0.12967032967032965,0.009009009009009009,0.02508710801393729,0.05897800634642739,-0.08978328173374613,-0.2265186555658341,0.2217391304347826,0.192436974789916,0.27518454190186714,-0.21656534954407294,-0.11505791505791506,-0.0683794466403162,0.07854251012145749,0.2382591093117409,-0.0072829131652661075,0.2302807486631016,-0.5516483516483517,0.16119333950046255,0.08772778584099339,0.43478260869565216,0.14797570850202432,0.002063789868667918,-0.09230769230769233
Managing thoughts,0.07429643527204503,0.10521739130434782,-0.1965464076472402,0.05507176261893242,0.11739093315119951,0.16695652173913042,0.0608695652173913,0.26598828245451744,-0.13739130434782607,-0.21868686868686874,-0.09962476547842404,0.13720905959711932,0.18751983077736645,-0.1964113447810149,0.12983114446529084,0.11444652908067543,-0.13585858585858587,0.18956521739130433,-0.17387755102040817,0.14169877363954572,0.022064777327935225,0.09102564102564102,-0.02957875457875457,-0.03137651821862348,-0.20950226244343892,-0.05315726290516206,0.18397982097265375,0.3278772378516624,0.15766412329077586,0.3622772576260948,0.12449392712550608,0.0216289592760181,1.0,-0.20053363826948728,-0.3049924636254576,0.2663479458714853,0.2393162393162393,0.45920103719309624,0.07224489795918368,-0.1733031674208145,-0.2272622899488571,-0.3423103212576897,-0.09709474020272968,0.012666515575029588,-0.21822344322344317,0.16869565217391302,0.029149797570850206,0.13932806324110672,0.0722902097902098,0.38869565217391305,0.39487526531114464,0.14979757085020245,-0.3586212929752427,-0.32434782608695645,-0.1452173913043478,0.16813872457661452,-0.0992913856398873,-0.063282213996122,-0.02545894084762409,-0.0826048951048951,-0.04482758620689656,0.3027501185395922,-0.17652173913043476,-0.11212669683257918,-0.16,-0.01782300339192106,-0.0004101161995898838,-0.548265306122449,-0.023715415019762844,0.2736721611721612,0.15478260869565216,-0.04636061612805799,-0.19136239195299765,-0.030728709394205453,-0.17712842712842716,-0.06959276018099547,-0.1960644855381697,-0.2639603582999809,-0.08158463385354141,0.19714771898549552,-0.2026086956521739,0.09757676493745078,-0.20150375939849624,-0.03162055335968379,-0.06448979591836734,-0.11001200480192078,0.01075965776510241
Reasoning ability,-0.22598290598290596,0.07368421052631578,-0.15522648083623697,0.17854251012145747,-0.011263268778867191,0.0826086956521739,0.35454545454545455,0.007491289198606273,0.2527472527472528,0.22672064777327938,-0.19099099099099098,-0.015294117647058821,0.1528451380552221,0.09908163265306122,0.06130268199233716,-0.546457219251337,0.0589731729879741,-0.3010989010989011,0.1171171171171171,-0.1997258506692469,0.2620967741935484,-0.18920972644376902,0.30373425966131135,0.03694581280788176,0.12672064777327935,0.06258890469416785,-0.20357693493678689,-0.16513805522208885,-0.3202344767694312,0.054621848739495805,-0.020015278838808246,-0.019860627177700353,-0.20053363826948728,1.0,-0.06356275303643726,0.019719251336898398,0.10000000000000002,-0.08459383753501402,-0.1801393728222997,0.19174484052532834,0.1278879015721121,0.11653353758616918,-0.018469387755102037,-0.0022397891963109352,-0.025652753954640745,0.3078260869565217,0.3548387096774193,0.2053663570691434,-0.0730316742081448,0.5584415584415584,-0.19596638655462184,0.13513513513513514,0.11032125768967875,0.15604395604395604,0.4593406593406593,-0.32016129032258067,0.09347629115070977,0.045849802371541494,0.11126050420168068,-0.13122171945701355,0.280527289546716,-0.14758064516129032,0.13106295149638802,-0.028603840855684307,-0.3626373626373627,-0.18972125435540074,0.11976284584980236,0.23675958188153315,-0.24661654135338343,0.24084825028221252,-0.2175438596491228,0.33856840833585017,0.056931440652370886,0.029592001290114498,0.17233833023306708,0.10169596053037311,-0.021627565982404687,-0.04367555303460012,-0.20816789563244473,-0.00196078431372549,-0.08131868131868132,0.25413533834586466,0.1312368972746331,-0.2053663570691434,0.2623693379790941,0.01271777003484321,0.30765306122448977
Decision-making,0.033020637898686686,-0.2524509803921569,-0.28372803666921315,-0.029268292682926838,-0.09771309771309772,0.22941176470588234,0.3214285714285714,-0.44568372803666917,0.2965217391304348,0.14935064935064937,-0.02353585112205802,-0.5038914027149322,-0.1768345636126791,0.35974653172967486,-0.1804812834224599,-0.00930487137383689,-0.010777084515031198,0.03217391304347826,0.11515151515151513,-0.21857707509881422,-0.002565982404692082,-0.13913043478260867,-0.0955352078437728,-0.21379310344827587,0.34797570850202436,0.12264808362369341,0.006445993031358886,0.002257700370907918,-0.23180308064028993,-0.22092245989304812,-0.07241379310344825,-0.08567676988729621,-0.3049924636254576,-0.06356275303643726,1.0,0.40161290322580656,-0.018273334062807747,-0.50183284457478,-0.24873949579831933,-0.09473684210526317,0.5199999999999999,0.1532146160962072,0.2433673469387755,0.25390070921985813,0.0929386370644465,0.3205882352941176,0.2591642228739003,-0.08529411764705883,-0.02979591836734694,-0.17857142857142855,-0.016027874564459935,-0.15567765567765565,0.44528875379939203,0.08086956521739129,0.0634782608695652,-0.3643951057450774,0.015431627196333078,-0.014492753623188406,-0.2346207215541166,-0.12380090497737556,-0.001054018445322793,-0.22096774193548388,0.21043478260869564,0.02941176470588236,0.33652173913043476,0.2085561497326203,-0.13767117737622558,0.050880840354524566,0.32843137254901966,-0.3131782945736434,0.06617647058823531,-0.1286764705882353,-0.04400527009222661,-0.05642923219241443,-0.0776530612244898,-0.3045296167247387,0.08614369501466275,0.11582603443068558,0.08133848133848134,-0.0940886699507389,-0.03826086956521739,0.11270108043217285,-0.052508536097696026,0.45652173913043476,0.20679442508710807,0.05238095238095238,-0.0520990637269707
Problem solving,0.16846153846153847,-0.3010989010989011,-0.07257448433919021,-0.1853846153846154,-0.09140667761357417,0.25874125874125875,0.2434782608695652,0.09977081741787625,0.48181818181818187,-0.2655172413793103,-0.35665024630541864,-0.2759103641456583,-0.15898894846263267,0.3647192285876347,0.09298245614035087,-0.04210526315789473,-0.4187192118226601,-0.10909090909090911,0.2133431085043988,-0.07648539227486595,-0.23308270676691725,-0.030373230373230378,0.15602240896358546,0.2313797313797314,-0.20361247947454844,0.35,0.35095492742551565,0.21312741312741315,-0.21416416821975529,-0.4270676691729323,0.03766233766233767,-0.012355212355212357,0.2663479458714853,0.019719251336898398,0.40161290322580656,1.0,-0.18841642228739003,-0.0782703886152162,0.04382647385984427,-0.19157088122605362,0.08605974395448078,0.33284457478005863,0.11206547281419658,0.0752005347593583,-0.26442577030812325,0.22377622377622378,0.06766917293233082,0.21818181818181823,0.33036220727655785,0.42869565217391303,0.2100439882697947,0.06103896103896104,0.22777732760716313,0.18181818181818182,0.2545454545454546,0.08812260536398467,-0.10373900293255131,0.04633204633204633,-0.07052139037433156,-0.1325910931174089,0.05630252100840336,0.10220214568040656,-0.18881118881118883,-0.08468468468468471,-0.22727272727272727,0.21680672268907558,0.13590733590733592,-0.1689655172413793,0.5989010989010989,-0.13557281978334612,0.0989010989010989,0.02736726874657909,-0.1388846447669977,0.2987804878048781,-0.48168498168498164,-0.02059202059202059,0.24780058651026388,-0.36151279199110126,0.0016420361247947454,-0.20722755505364204,-0.41818181818181827,0.04554655870445345,-0.14221388367729834,0.6146245059288538,0.3786290322580646,0.08504398826979472,-0.2253615127919911
Learning new things,-0.045787545787545784,-0.027826086956521737,-0.333231474407945,0.10647773279352227,0.1795630725863284,0.33102766798418976,0.5647058823529412,-0.22261268143621082,0.18131868131868134,-0.06072874493927126,-0.09469074986316366,0.005488744989207524,0.23424947145877376,-0.4223978919631093,-0.13367521367521365,0.06956521739130435,0.15951417004048585,-0.15934065934065936,-0.07881231671554251,0.1606600086843248,0.1758241758241758,-0.005587435819993959,0.07739747147702744,0.1694331983805668,-0.11376518218623483,0.18533231474407943,-0.1932457786116323,-0.15757575757575756,-0.09563612679114199,0.29961802902979373,0.16330645161290325,0.18366271409749668,0.2393162393162393,0.10000000000000002,-0.018273334062807747,-0.18841642228739003,1.0,0.46759581881533113,-0.1463903743315508,-0.11631469526206367,-0.06153061224489796,0.05949864089398972,-0.16608771168041686,0.05482000218842324,-0.2743755781683626,0.3339920948616601,0.3705738705738706,0.23928571428571427,-0.10440949737897008,0.2352941176470588,0.3747386759581882,0.338423645320197,-0.08538945331398162,0.13736263736263735,0.010989010989010988,-0.09060351413292589,-0.12920815552394496,0.0427767354596623,0.18839640223644763,0.06036077705827937,-0.14993412384716728,0.08376068376068375,0.17440660474716205,-0.12701688555347093,-0.06043956043956044,-0.2883116883116883,-0.015947467166979364,0.01708683473389356,-0.18681318681318684,0.15152636447733578,0.4547826086956522,0.0810483870967742,-0.0525328330206379,-0.12038645245332176,0.00980392156862745,0.06437246963562754,-0.14274193548387099,0.023071046600458365,0.17616501145912908,0.3778745644599304,-0.3736263736263736,-0.004856614246068455,-0.029954751131221716,-0.043478260869565216,0.3018018018018018,-0.0725868725868726,0.29986824769433457
Learning from feedback and mistakes,-0.050769230769230775,-0.04175824175824176,-0.10256410256410256,-0.23717008797653957,0.12800802139037434,0.10869565217391304,0.4125874125874127,0.057997557997558,-0.3727272727272728,-0.2395995550611791,0.015245623941276118,0.23606271777003487,0.2550836550836551,-0.5160875160875161,-0.17662337662337665,-0.010526315789473684,-0.05882352941176471,-0.43636363636363645,-0.15270935960591134,0.5193258244874808,0.1394692264257482,0.2409472880061115,-0.3400560224089636,-0.07936507936507936,-0.31083743842364525,0.07060755336617405,-0.07016129032258064,-0.011840411840411841,0.04633204633204633,0.31167964404894327,-0.041050903119868636,0.16844919786096257,0.45920103719309624,-0.08459383753501402,-0.50183284457478,-0.0782703886152162,0.46759581881533113,1.0,0.38324786324786325,-0.20344827586206893,-0.6311846689895472,-0.3999266862170088,0.1093951093951094,-0.04961067853170189,-0.17310924369747901,0.01826086956521739,0.15979672501411638,0.44055944055944063,0.2600758653390232,0.2517482517482518,0.6898395721925134,0.5677655677655677,-0.5698889879264242,-0.6363636363636364,-0.21818181818181823,0.3798029556650246,-0.34310850439882695,-0.0219941348973607,0.17306780464675198,0.4813765182186235,-0.036414565826330535,0.014285714285714285,-0.3736263736263736,0.20800889877641823,0.02727272727272728,-0.4175824175824176,-0.16330645161290325,-0.21428571428571427,-0.2545454545454546,-0.1390742969690338,0.06373626373626373,0.11304347826086956,-0.11733870967741936,-0.22648083623693382,-0.1472359058565955,0.3823313782991202,0.015873015873015872,0.059218559218559216,0.12271062271062269,0.4545050055617353,-0.5727272727272729,0.0611336032388664,-0.006378986866791747,0.13537549407114624,0.08768472906403939,-0.27658119658119656,-0.04929971988795519
Attention,0.3382269904009035,-0.30637254901960786,0.12510121457489878,-0.043148411569464196,0.15222672064777326,-0.04656862745098039,-0.2417391304347826,0.1354251012145749,-0.12637362637362637,-0.20411840411840412,0.18379790940766555,-0.07441860465116279,-0.1977551020408163,-0.11485019539730787,0.4291434927697442,-0.08879551820728293,0.05059901338971106,-0.5164835164835164,-0.1697860962566845,0.20056377730796335,-0.1750700280112045,0.393243025318497,-0.15377026074700492,-0.06,0.05310573731626362,-0.11498257839721256,-0.03378487340751491,-0.11403021893308664,0.27202255109231854,-0.2418242491657397,-0.09759358288770054,-0.1431145431145431,0.07224489795918368,-0.1801393728222997,-0.24873949579831933,0.04382647385984427,-0.1463903743315508,0.38324786324786325,1.0,-0.012382739212007506,-0.3451742213999383,-0.4499618029029794,0.019773358001850143,-0.06480677377333911,0.013397358943577431,-0.2916666666666667,0.00196078431372549,0.11913043478260868,0.029914529914529912,0.01652173913043478,0.32062904717853835,0.2625,-0.15285714285714283,-0.12637362637362637,0.12637362637362637,0.21123321123321123,0.08973172987974098,0.022448979591836733,0.0018637063447046432,0.02979591836734694,-0.09978858350951374,-0.34959677419354845,-0.13684210526315788,0.154251012145749,0.0879120879120879,0.12935222672064778,-0.42081686429512516,-0.04383761445587878,-0.47719298245614034,-0.34690101757631825,-0.03186274509803922,0.03977591036414566,-0.1885553470919325,0.15486194477791115,-0.05784732100521574,-0.13513513513513511,-0.020769230769230772,-0.05497185741088181,-0.18158982254274372,-0.14997263273125339,0.46153846153846156,0.036365610073816765,0.10597285067873302,0.221978021978022,0.016697936210131333,-0.09574351679614837,-0.17009222661396572
Memory,-0.054782608695652164,0.11043478260869564,0.17815249266862168,-0.02637050005471058,0.07443724946037619,-0.33333333333333337,0.021671826625386997,-0.06085043988269794,0.14285714285714285,-0.10364372469635627,-0.0028921023359288096,-0.12769556025369977,0.2895467160037003,0.2596978106691335,0.33145161290322583,-0.30425219941348974,0.08629776021080368,0.410989010989011,-0.06268328445747799,-0.27457180500658757,0.13519163763066205,-0.10043834572136458,0.003122109158186864,-0.11774193548387098,0.004228329809725159,0.28496917970602176,-0.05306122448979591,-0.022527158376214974,0.10570824524312894,0.054144385026737976,0.006684491978609626,-0.09269796111901375,-0.1733031674208145,0.19174484052532834,-0.09473684210526317,-0.19157088122605362,-0.11631469526206367,-0.20344827586206893,-0.012382739212007506,1.0,0.321577243293247,0.10646679067731699,-0.2107034303082935,-0.1014799154334038,0.3285972850678733,-0.22794117647058826,0.3203832752613241,0.009565217391304347,0.02030612244897959,0.25696594427244585,-0.16095842142353772,-0.39901477832512305,-0.3333673469387755,0.14285714285714285,-0.16483516483516483,-0.1601906158357771,-0.09838056680161945,0.12820900030202353,0.014666558625719148,0.1415126050420168,0.18755781683626271,-0.2884897360703812,0.17094861660079053,0.11762774920669658,-0.2,-0.11473607038123164,-0.07861163227016886,0.14935988620199148,-0.45294117647058824,0.31567852437417654,0.08086956521739129,0.18870967741935485,0.1153310104529617,0.1385149804602692,0.25812452128241603,0.16856330014224752,-0.15999999999999998,-0.3733997155049786,0.03247984826932195,-0.27072192513368987,0.01978021978021978,0.1076164045636756,-0.15669906613302836,-0.4264705882352942,0.18990042674253202,0.056789583105372576,0.27399044724272686
Planning,-0.09759358288770054,0.024703557312252968,0.10429880197322057,0.043741765480895915,-0.19094659140251843,-0.041739130434782605,0.12817617165443254,-0.3141649048625793,0.37009803921568635,-0.17011980267794222,0.04385964912280701,-0.26125073056692,-0.07129758266185053,0.3491803278688524,-0.2360580595874713,0.013677645256592626,0.13073593073593076,0.18382352941176472,0.2216852914527333,-0.18286620835536752,0.19093992778203306,-0.023144360023378146,0.034421237195853466,0.023249299719887956,0.24928571428571425,0.10102688009664754,-0.02983389775842606,-0.0931741979144237,-0.16476536168006226,0.024312896405919663,-0.15680052522157786,-0.019693877551020405,-0.2272622899488571,0.1278879015721121,0.5199999999999999,0.08605974395448078,-0.06153061224489796,-0.6311846689895472,-0.3451742213999383,0.321577243293247,1.0,0.19238900634249473,-0.03923849814912744,0.012659248508305113,0.1933897408778424,0.08956521739130434,0.12178575336470072,0.08977978543195936,-0.09481755684822844,0.11688311688311688,-0.15814082254145007,-0.20516467884888936,0.19069055944055943,0.18627450980392157,-0.10049019607843139,-0.26533101045296176,-0.12624837168910116,0.04874925296678903,-0.029616923956546595,-0.1909562211981567,-0.029167746953590874,0.13024453024453025,0.49391304347826087,-0.0589731729879741,-0.06862745098039216,0.1763213530655391,0.08381932532875928,0.1404081632653061,0.16883116883116886,0.1663770743622674,0.07707509881422926,0.16460283902144365,0.06589231437255753,0.02097069597069597,0.1956521739130435,0.012720908392384529,0.03162271583324215,-0.02337341967314215,0.04394079555966698,-0.17348178137651823,-0.32843137254901966,-0.05418171714365103,-0.018474063250182658,-0.11688311688311688,0.11591836734693876,0.07759019426456985,0.08629148629148631
Organization,0.11744840525328332,0.5478260869565217,-0.13196480938416422,-0.18442776735459665,-0.19554655870445345,-0.06764705882352941,-0.09705882352941177,-0.17705278592375365,-0.11826086956521738,0.27836734693877546,-0.30815544608648054,-0.211734693877551,0.08669301712779973,0.11260992060104157,-0.10221543162719632,0.08923076923076922,-0.02396323448955028,0.21739130434782608,0.5847176079734219,-0.2558139534883721,-0.11416361416361415,-0.37073391724554516,0.2658536585365854,0.35668016194331986,-0.04101469890943575,0.14709193245778612,0.06585365853658538,-0.14461538461538462,0.02189330866481653,-0.11001642036124794,-0.11056376573617953,0.09330514446793516,-0.3423103212576897,0.11653353758616918,0.1532146160962072,0.33284457478005863,0.05949864089398972,-0.3999266862170088,-0.4499618029029794,0.10646679067731699,0.19238900634249473,1.0,0.07296484736355227,-0.14376321353065538,-0.147085472666868,0.2058823529411765,0.1568986568986569,0.43137254901960786,-0.10279833487511564,-0.24705882352941175,-0.4135025713973082,0.002608695652173913,0.2087755102040816,0.3095652173913043,-0.4017391304347826,-0.19193548387096776,0.11932773109243698,0.19321615787850752,-0.0895915678524374,-0.10736971939562133,-0.11552401087284808,0.21130434782608692,0.20357142857142854,-0.15890688259109312,0.1826086956521739,0.09640762463343108,0.09672830725462303,0.071524064171123,0.26153846153846155,0.07592577586905438,-0.005217391304347826,-0.16814516129032261,0.05592760180995475,0.23241719520789286,-0.1250871080139373,0.22793522267206479,0.43492769744160176,-0.2517421602787457,0.25501336898395727,-0.07954545454545453,-0.0008695652173913043,-0.08100840336134453,0.2968557758031442,0.35375494071146246,-0.024649859943977594,-0.021288515406162466,-0.0845150311968236
